osm_id,osm_type,osm_class,osm_class_type,display_name
1800297,R,boundary,administrative,"Hagen, Nordrhein-Westfalen, Deutschland"
1800730,R,boundary,administrative,"Warren County, Illinois, United States"
18010034,R,highway,pedestrian,"Neustädter Kirchenplatz, Innenstadt, Erlangen, Bayern, 91054, Deutschland"
1801538,R,boundary,administrative,"Wabash County, Illinois, United States"
1802550,R,boundary,administrative,"Namibe, Angola"
180348,R,boundary,administrative,"Asheville, Buncombe County, North Carolina, United States"
180678,R,boundary,administrative,"Helmstadt, Verwaltungsgemeinschaft Helmstadt, Landkreis Würzburg, Bayern, 97264, Deutschland"
180683,R,boundary,administrative,"Eisingen, Landkreis Würzburg, Bayern, 97249, Deutschland"
180684,R,boundary,administrative,"Waldbrunn, Landkreis Würzburg, Bayern, 97295, Deutschland"
1809013,R,boundary,administrative,"Bispingen, Heidekreis, Niedersachsen, 29646, Deutschland"
1809172,R,boundary,administrative,"Westford, Middlesex County, Massachusetts, United States"
181147,R,boundary,administrative,"Greußenheim, Verwaltungsgemeinschaft Hettstadt, Landkreis Würzburg, Bayern, 97259, Deutschland"
181150,R,boundary,administrative,"Erlabrunn, Verwaltungsgemeinschaft Margetshöchheim, Landkreis Würzburg, Bayern, 97250, Deutschland"
181161,R,boundary,administrative,"Margetshöchheim, Verwaltungsgemeinschaft Margetshöchheim, Landkreis Würzburg, Bayern, 97276, Deutschland"
181162,R,boundary,administrative,"Zell am Main, Landkreis Würzburg, Bayern, 97299, Deutschland"
181163,R,boundary,administrative,"Thüngersheim, Landkreis Würzburg, Bayern, 97291, Deutschland"
18183546,R,amenity,townhall,"Stadt Erlangen - Kleines Rathaus, 40, Schuhstraße, Innenstadt, Erlangen, Bayern, 91052, Deutschland"
1821294,R,boundary,administrative,"Hitzacker (Elbe), Samtgemeinde Elbtalaue, Lüchow-Dannenberg, Niedersachsen, 29456, Deutschland"
182317,R,boundary,administrative,"Höchberg, Landkreis Würzburg, Bayern, 97204, Deutschland"
182347,R,boundary,administrative,"Kürnach, Landkreis Würzburg, Bayern, 97273, Deutschland"
182706,R,boundary,administrative,"Columbus, Franklin County, Ohio, United States"
1829065,R,boundary,administrative,"Dortmund, Nordrhein-Westfalen, Deutschland"
183778,R,boundary,administrative,"Veitshöchheim, Landkreis Würzburg, Bayern, 97209, Deutschland"
1839161,R,boundary,administrative,"Northampton, Hampshire County, Massachusetts, United States"
184629,R,boundary,administrative,འབྲུག་ཡུལ།
184633,R,boundary,administrative,नेपाल
184640,R,boundary,administrative,বাংলাদেশ
1846570,R,boundary,administrative,"Nelson County, Kentucky, United States"
184818,R,boundary,administrative,الأردن
184840,R,boundary,administrative,سوريا
184843,R,boundary,administrative,لبنان
18489006,R,boundary,administrative,"Gulu City, Northern Region, Uganda"
1852574,R,boundary,administrative,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
185567,R,boundary,administrative,"Belém, Região Geográfica Imediata de Belém, Região Geográfica Intermediária de Belém, Pará, Região Norte, Brasil"
1857436,R,boundary,administrative,Solomon Islands
186363,R,boundary,administrative,"Oullins, Oullins-Pierre-Bénite, Lyon, Métropole de Lyon, Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69600, France"
186479,R,boundary,administrative,"Salem, Marion County, Oregon, United States"
186579,R,boundary,administrative,"Portland, Multnomah County, Oregon, United States"
186761,R,boundary,administrative,"Bend, Deschutes County, Oregon, United States"
187669,R,boundary,administrative,"Williamsport, Lycoming County, Pennsylvania, United States"
188022,R,boundary,administrative,"Philadelphia, Philadelphia County, Pennsylvania, United States"
188220,R,boundary,administrative,"Bethlehem, Northampton County, Pennsylvania, United States"
188518,R,boundary,administrative,"Doylestown, Bucks County, Pennsylvania, 18901, United States"
188553,R,boundary,administrative,"Pittsburgh, Allegheny County, Pennsylvania, United States"
1889339,R,boundary,administrative,Botswana
1902531,R,office,government,"Office of the Secretary of State for Scotland, Whitehall, Westminster, Millbank, City of Westminster, Greater London, England, SW1A 2AU, United Kingdom"
1903516,R,boundary,administrative,"Thành phố Hà Nội, Việt Nam"
191361,R,boundary,administrative,"Göttingen, Landkreis Göttingen, Niedersachsen, Deutschland"
1915429,R,boundary,administrative,"Perth and Kinross, Alba / Scotland, United Kingdom"
191645,R,boundary,administrative,"Dresden, Sachsen, Deutschland"
1916530,R,boundary,ceremonial,"Lincolnshire, England, United Kingdom"
1920901,R,boundary,administrative,"City of Edinburgh, Alba / Scotland, United Kingdom"
1921238,R,boundary,administrative,"East Renfrewshire, Alba / Scotland, United Kingdom"
192307,R,boundary,administrative,Ελλάς
192736,R,boundary,administrative,"Den Haag, Zuid-Holland, Nederland"
192756,R,boundary,administrative,Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر
192757,R,boundary,administrative,تونس
192758,R,boundary,administrative,ليبيا
192774,R,boundary,administrative,Gambia
192775,R,boundary,administrative,Sénégal
192777,R,boundary,administrative,Sierra Leone
192778,R,boundary,administrative,Guinée
192779,R,boundary,administrative,Côte d’Ivoire
192780,R,boundary,administrative,Liberia
192781,R,boundary,administrative,Ghana
192784,R,boundary,administrative,Bénin
192786,R,boundary,administrative,Niger
192787,R,boundary,administrative,Nigeria
192789,R,boundary,administrative,السودان
192790,R,boundary,administrative,Ködörösêse tî Bêafrîka / République centrafricaine
192795,R,boundary,administrative,République démocratique du Congo
192796,R,boundary,administrative,Uganda
192798,R,boundary,administrative,Kenya
192799,R,boundary,administrative,Soomaaliya الصومال
192800,R,boundary,administrative,ኢትዮጵያ إثيوبيا
192830,R,boundary,administrative,Cameroun
1933746,R,boundary,administrative,"Somerville, Middlesex County, Massachusetts, United States"
1942586,R,boundary,administrative,"Delhi, India"
1942587,R,boundary,administrative,"Uttar Pradesh, India"
1944659,R,boundary,administrative,"Lima, Perú"
1944756,R,boundary,administrative,"Lima, Lima Metropolitana, Lima, Perú"
1946117,R,boundary,administrative,"Landkreis Emmendingen, Baden-Württemberg, Deutschland"
1946216,R,boundary,administrative,"Schallstadt, VVG der Gemeinde Schallstadt, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79227, Deutschland"
1946220,R,boundary,administrative,"Ehrenkirchen, VVG der Gemeinde Ehrenkirchen, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79238, Deutschland"
1946233,R,boundary,administrative,"Merzhausen, GVV Hexental, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79249, Deutschland"
1949080,R,boundary,administrative,"Gujarat, India"
1950071,R,boundary,administrative,"Madhya Pradesh, India"
1950090,R,boundary,administrative,"Kota, Rajasthan, India"
1950884,R,boundary,administrative,"Maharashtra, India"
1952514,R,boundary,administrative,"Surat, Gujarat, India"
195266,R,boundary,administrative,Namibia
195267,R,boundary,administrative,Angola
195269,R,boundary,administrative,Burundi
195270,R,boundary,administrative,Tanzania
195271,R,boundary,administrative,Zambia
195272,R,boundary,administrative,Zimbabwe
195273,R,boundary,administrative,Moçambique
195290,R,boundary,administrative,Malawi
1956782,R,boundary,administrative,"Gevelsberg, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 58285, Deutschland"
1958054,R,boundary,administrative,"Ghaziabad, Uttar Pradesh, India"
1958982,R,boundary,administrative,"Bihar, India"
1959008,R,boundary,administrative,"Na h-Eileanan Siar, Alba / Scotland, United Kingdom"
1960177,R,boundary,administrative,"West Bengal, India"
196240,R,boundary,administrative,Oʻzbekiston
1970186,R,boundary,administrative,"Denzlingen, GVV Denzlingen-Vörstetten-Reute, Landkreis Emmendingen, Baden-Württemberg, 79211, Deutschland"
1970198,R,boundary,administrative,"Vörstetten, GVV Denzlingen-Vörstetten-Reute, Landkreis Emmendingen, Baden-Württemberg, 79279, Deutschland"
1971863,R,boundary,administrative,"Güstrow, Landkreis Rostock, Mecklenburg-Vorpommern, Deutschland"
197273,R,boundary,administrative,"Chattanooga, Hamilton County, East Tennessee, Tennessee, United States"
1984022,R,boundary,administrative,"Odisha, India"
1985899,R,boundary,administrative,"Nandurbar, Maharashtra, India"
1986140,R,boundary,administrative,"Pune, Maharashtra, India"
199071,R,boundary,administrative,"Burlington, Chittenden County, Vermont, United States"
1991609,R,boundary,administrative,"Jalgaon, Maharashtra, India"
1996871,R,boundary,administrative,"თბილისი, საქართველო"
2018151,R,boundary,administrative,"Kerala, India"
2019939,R,boundary,administrative,"Karnataka, India"
2022095,R,boundary,administrative,"Andhra Pradesh, India"
2022221,R,boundary,administrative,"Nalgonda, Telangana, India"
2025886,R,boundary,administrative,"Assam, India"
2063637,R,boundary,administrative,"Hemer, Märkischer Kreis, Nordrhein-Westfalen, 58675, Deutschland"
206591,R,boundary,administrative,"Herndon, Fairfax County, Virginia, United States"
2067731,R,boundary,administrative,ประเทศไทย
207359,R,boundary,administrative,"Los Angeles, Los Angeles County, California, United States"
2084746,R,boundary,administrative,"Lüneburg, Niedersachsen, Deutschland"
2088990,R,boundary,administrative,Kosova / Kosovo
2093234,R,boundary,administrative,Lesotho
2108121,R,boundary,administrative,Malaysia
2108882,R,boundary,political,"Tenerife, Canarias, España"
2110264,R,boundary,administrative,"成都市, 四川省, 中国"
2130352,R,place,island,"Bali, Nusa Tenggara, Indonesia"
21335,R,boundary,administrative,Magyarország
2145268,R,boundary,administrative,"Bayern, Deutschland"
214665,R,boundary,administrative,Қазақстан
2156363,R,boundary,administrative,"Landkreis Traunstein, Bayern, Deutschland"
2168233,R,boundary,administrative,"Rosenheim, Bayern, Deutschland"
2168241,R,boundary,administrative,"Erl, Bezirk Kufstein, Tirol, 6343, Österreich"
2168248,R,boundary,administrative,"Neubiberg, Landkreis München, Bayern, 85579, Deutschland"
2168250,R,boundary,administrative,"Ottobrunn, Landkreis München, Bayern, 85521, Deutschland"
2171347,R,boundary,administrative,Lëtzebuerg
2174951,R,boundary,administrative,"Palma, Illes Balears, España"
2184073,R,boundary,administrative,Kalaallit Nunaat
218657,R,boundary,administrative,Slovenija
2202162,R,boundary,administrative,France
2218275,R,boundary,geomorphological-unit,"Teltow (Grundmoränenhochfläche), Teltow-Fläming, Brandenburg, Deutschland"
2221062,R,boundary,administrative,"Victoria, Capital Regional District, British Columbia, Canada"
2221119,R,boundary,administrative,"Burnaby, Metro Vancouver Regional District, British Columbia, Canada"
2221423,R,boundary,administrative,"Nelson, Regional District of Central Kootenay, British Columbia, Canada"
223167,R,boundary,administrative,"İzmir, Ege Bölgesi, Türkiye"
223474,R,boundary,administrative,"İstanbul, Marmara Bölgesi, Türkiye"
224042,R,boundary,administrative,"Virginia, United States"
224045,R,boundary,administrative,"North Carolina, United States"
224922,R,boundary,administrative,"Louisiana, United States"
224951,R,boundary,administrative,"New Jersey, United States"
2249770,R,place,island,"Vancouver Island, British Columbia, Canada"
225481,R,boundary,administrative,"Münchhausen, Landkreis Marburg-Biedenkopf, Hessen, 35117, Deutschland"
225482,R,boundary,administrative,"Wetter (Hessen), Landkreis Marburg-Biedenkopf, Hessen, 35083, Deutschland"
225483,R,boundary,administrative,"Rauschenberg, Landkreis Marburg-Biedenkopf, Hessen, 35282, Deutschland"
225489,R,boundary,administrative,"Lahntal, Landkreis Marburg-Biedenkopf, Hessen, 35094, Deutschland"
225490,R,boundary,administrative,"Cölbe, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
225491,R,boundary,administrative,"Bad Endbach, Landkreis Marburg-Biedenkopf, Hessen, 35080, Deutschland"
225492,R,boundary,administrative,"Gladenbach, Landkreis Marburg-Biedenkopf, Hessen, 35075, Deutschland"
225493,R,boundary,administrative,"Weimar (Lahn), Landkreis Marburg-Biedenkopf, Hessen, 35096, Deutschland"
225494,R,boundary,administrative,"Marburg, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
2260220,R,boundary,administrative,"Germ, Bagnères-de-Bigorre, Hautes-Pyrénées, Occitanie, France métropolitaine, 65240, France"
2297418,R,boundary,administrative,"서울특별시, 대한민국"
2315704,R,boundary,administrative,"Boston, Suffolk County, Massachusetts, United States"
2316593,R,boundary,administrative,"New South Wales, Australia"
2316595,R,boundary,administrative,"Queensland, Australia"
2316596,R,boundary,administrative,"South Australia, Australia"
2316598,R,boundary,administrative,"Western Australia, Australia"
2316741,R,boundary,administrative,"Victoria, Australia"
2323309,R,boundary,administrative,Nederland
237385,R,boundary,administrative,"Seattle, King County, Washington, United States"
237440,R,boundary,administrative,"Bellingham, Whatcom County, Washington, United States"
2377876,R,boundary,administrative,"Gloucester, Essex County, Massachusetts, United States"
238005,R,boundary,administrative,"Olympia, Thurston County, Washington, United States"
238074,R,boundary,administrative,"Centralia, Lewis County, Washington, United States"
238084,R,boundary,administrative,"Oak Harbor, Island County, Washington, United States"
2383224,R,boundary,administrative,"Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia"
2387397,R,boundary,administrative,"Quincy, Norfolk County, Massachusetts, United States"
2387637,R,boundary,administrative,"Wellfleet, Barnstable County, Massachusetts, United States"
2396450,R,boundary,administrative,"부산광역시, 대한민국"
2405268,R,boundary,administrative,"Weißenfels, Burgenlandkreis, Sachsen-Anhalt, Deutschland"
2405335,R,boundary,postal_code,"06667, Markwerben, Weißenfels, Burgenlandkreis, Sachsen-Anhalt, Deutschland"
2406260,R,boundary,administrative,"Merseburg, Saalekreis, Sachsen-Anhalt, 06217, Deutschland"
2407358,R,boundary,administrative,"Brampton, Peel Region, Golden Horseshoe, Ontario, Canada"
2407500,R,boundary,administrative,"Oakville, Halton Region, Golden Horseshoe, Ontario, Canada"
2408836,R,boundary,administrative,"Pickering, Durham Region, Golden Horseshoe, Ontario, Canada"
2408837,R,boundary,administrative,"Ajax, Durham Region, Golden Horseshoe, Ontario, Canada"
2408838,R,boundary,administrative,"Whitby, Durham Region, Golden Horseshoe, Ontario, Canada"
2410520,R,boundary,administrative,"강남구, 서울특별시, 대한민국"
2420744,R,boundary,administrative,"Lüneburg, Niedersachsen, Deutschland"
242585,R,boundary,administrative,"Passo Fundo, Região Geográfica Imediata de Passo Fundo, Região Geográfica Intermediária de Passo Fundo, Rio Grande do Sul, Região Sul, Brasil"
2427634,R,boundary,administrative,"Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia"
2440448,R,boundary,administrative,"Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, Deutschland"
2456294,R,boundary,administrative,"Poznań, województwo wielkopolskie, Polska"
2468628,R,boundary,administrative,"Lund, Lunds kommun, Skåne län, Sverige"
253556,R,boundary,administrative,"San Antonio, Bexar County, Texas, United States"
253824,R,boundary,administrative,"Tucson, Pima County, Arizona, United States"
253832,R,boundary,administrative,"San Diego, San Diego County, California, United States"
2561177,R,boundary,administrative,"Meknès ⴰⵎⴽⵏⴰⵙ مكناس, Pachalik de Meknes, Prefecture de Meknès عمالة مكناس, Fès-Meknès ⴼⴰⵙ-ⵎⴽⵏⴰⵙ فاس-مكناس, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
2564500,R,boundary,administrative,"Edmonton, Alberta, Canada"
2614802,R,boundary,administrative,"Gouraya ⴳⵓⵔⴰⵢⴰ قوراية, Daïra Gouraya, Tipaza, 42007, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
2657473,R,boundary,administrative,"Stroud, Gloucestershire, England, United Kingdom"
2683176,R,boundary,administrative,"Watford, Hertfordshire, England, United Kingdom"
2688911,R,boundary,administrative,"Houston, Harris County, Texas, United States"
2697338,R,boundary,administrative,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
2698314,R,boundary,ceremonial,"Hampshire, England, United Kingdom"
270056,R,boundary,administrative,中国
27020,R,boundary,administrative,"Flensburg, Schleswig-Holstein, Deutschland"
27021,R,boundary,administrative,"Kiel, Schleswig-Holstein, Deutschland"
27027,R,boundary,administrative,"Lübeck, Schleswig-Holstein, Deutschland"
271110,R,boundary,administrative,"Amsterdam, Noord-Holland, Nederland"
2712780,R,boundary,administrative,"Hierden, Harderwijk, Gelderland, Nederland"
2722678,R,boundary,administrative,"Lomm, Venlo, Limburg, Nederland"
2723258,R,boundary,administrative,"Elbląg, województwo warmińsko-mazurskie, Polska"
2730349,R,place,city,"Christchurch, Christchurch City, Canterbury, New Zealand / Aotearoa"
2763541,R,boundary,administrative,"New Delhi, Delhi, India"
2772661,R,boundary,administrative,"Reutlingen, Landkreis Reutlingen, Baden-Württemberg, Deutschland"
2774199,R,boundary,administrative,"Münsingen, Gemeindeverwaltungsverband Münsingen, Landkreis Reutlingen, Baden-Württemberg, 72525, Deutschland"
2778322,R,boundary,administrative,"Walddorfhäslach, Gemeindeverwaltungsverband Pliezhausen, Landkreis Reutlingen, Baden-Württemberg, 72141, Deutschland"
2778908,R,boundary,administrative,"Bodelshausen, Verwaltungsgemeinschaft Mössingen, Landkreis Tübingen, Baden-Württemberg, 72411, Deutschland"
2778912,R,boundary,administrative,"Rottenburg am Neckar, Verwaltungsgemeinschaft Rottenburg am Neckar, Landkreis Tübingen, Baden-Württemberg, 72108, Deutschland"
2778914,R,boundary,administrative,"Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland"
2779376,R,boundary,administrative,"Balingen, Gemeindeverwaltungsverband Balingen, Zollernalbkreis, Baden-Württemberg, 72336, Deutschland"
2779378,R,boundary,administrative,"Winterlingen, Gemeindeverwaltungsverband Winterlingen, Zollernalbkreis, Baden-Württemberg, 72474, Deutschland"
2783849,R,boundary,administrative,"Friedrichshafen, Verwaltungsgemeinschaft Friedrichshafen, Bodenseekreis, Baden-Württemberg, Deutschland"
2783888,R,boundary,administrative,"Markdorf, Verwaltungsverband Markdorf, Bodenseekreis, Baden-Württemberg, 88677, Deutschland"
2784807,R,boundary,administrative,"Überlingen, Verwaltungsgemeinschaft Überlingen, Bodenseekreis, Baden-Württemberg, 88662, Deutschland"
2784842,R,boundary,administrative,"Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Baden-Württemberg, Deutschland"
2785095,R,boundary,administrative,"Singen (Hohentwiel), Verwaltungsgemeinschaft Singen (Hohentwiel), Landkreis Konstanz, Baden-Württemberg, 78224, Deutschland"
2785957,R,boundary,administrative,"Jestetten, Gemeindeverwaltungsverband Jestetten, Landkreis Waldshut, Baden-Württemberg, Deutschland"
2787952,R,boundary,administrative,"Lörrach, Verwaltungsgemeinschaft Lörrach, Landkreis Lörrach, Baden-Württemberg, Deutschland"
2792080,R,boundary,administrative,"Schwäbisch Gmünd, Verwaltungsgemeinschaft Schwäbisch Gmünd, Ostalbkreis, Baden-Württemberg, Deutschland"
2792717,R,boundary,administrative,"Ebersbach an der Fils, Vereinbarte Verwaltungsgemeinschaft der Stadt Ebersbach an der Fils, Landkreis Göppingen, Baden-Württemberg, 73061, Deutschland"
2792882,R,boundary,administrative,"Esslingen am Neckar, Landkreis Esslingen, Baden-Württemberg, Deutschland"
2793104,R,boundary,administrative,"Stuttgart, Baden-Württemberg, Deutschland"
2793189,R,boundary,administrative,"Emmendingen (Kernstadt), Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland"
2793190,R,boundary,administrative,"Kollmarsreute, Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
2793212,R,boundary,administrative,"Kirchheim unter Teck, Vereinbarte Verwaltungsgemeinschaft der Stadt Kirchheim unter Teck, Landkreis Esslingen, Baden-Württemberg, 73230, Deutschland"
2793599,R,boundary,postal_code,"22850, Harksheide, Norderstedt, Kreis Segeberg, Schleswig-Holstein, Deutschland"
2795565,R,boundary,administrative,"Nürtingen, Vereinbarte Verwaltungsgemeinschaft der Stadt Nürtingen, Landkreis Esslingen, Baden-Württemberg, 72622, Deutschland"
2799215,R,boundary,administrative,"Rabat ⵔⴱⴰⵟ الرباط, باشوية الرباط, Préfecture de Rabat عمالة الرباط, Rabat-Salé-Kénitra ⵔⴱⴰⵟ-ⵙⵍⴰ-ⵇⵏⵉⵟⵔⴰ الرباط-سلا-القنيطرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
2799557,R,boundary,administrative,"Fès ⴼⴰⵙ فاس, Pachalik du Fes باشوية فاس, Préfecture de Fès عمالة فاس, Fès-Meknès ⴼⴰⵙ-ⵎⴽⵏⴰⵙ فاس-مكناس, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
2802281,R,boundary,administrative,"Dürmentingen, Gemeindeverwaltungsverband Riedlingen, Landkreis Biberach, Baden-Württemberg, 88525, Deutschland"
2808301,R,boundary,administrative,"Ravensburg, Verwaltungsverband Mittleres Schussental, Landkreis Ravensburg, Baden-Württemberg, Deutschland"
282347,R,boundary,administrative,"Sulzfeld am Main, Kitzingen (VGem), Landkreis Kitzingen, Bayern, Deutschland"
282800,R,boundary,administrative,"County Dublin, Leinster, Éire / Ireland"
2833528,R,boundary,administrative,"Berkeley, Alameda County, California, United States"
2833530,R,boundary,administrative,"Oakland, Alameda County, California, United States"
283562,R,boundary,administrative,"Buchbrunn, Kitzingen (VGem), Landkreis Kitzingen, Bayern, Deutschland"
283610,R,boundary,administrative,"Kitzingen, Landkreis Kitzingen, Bayern, Deutschland"
283689,R,boundary,administrative,"Wiesenbronn, Großlangheim (VGem), Landkreis Kitzingen, Bayern, 97355, Deutschland"
285864,R,boundary,administrative,"Heidelberg, Baden-Württemberg, Deutschland"
286393,R,boundary,administrative,Argentina
286590,R,boundary,administrative,"Regierungsbezirk Darmstadt, Hessen, Deutschland"
286675,R,boundary,administrative,"Regierungsbezirk Kassel, Deutschland"
28699,R,boundary,administrative,საქართველო
28722,R,boundary,administrative,"Montpellier, Hérault, Occitanie, France métropolitaine, France"
287666,R,boundary,administrative,Nicaragua
287667,R,boundary,administrative,Costa Rica
287827,R,boundary,administrative,Belize
288247,R,boundary,administrative,Perú
2882613,R,boundary,administrative,"Beni Mellal ⴰⵢⵜ ⵎⵍⵍⴰⵍ بني ملال, Pachalik de Beni Mellal, Province de Beni Mellal إقليم بني ملال, Béni Mellal-Khénifra ⴰⵢⵜ ⵎⵍⵍⴰⵍ-ⵅⵏⵉⴼⵕⴰ بني ملال-خنيفرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
2884808,R,boundary,administrative,"Jorf ⵊⵯⵕⴼ جرف, Caïdat de Fezna-Arab Sebah قيادة فزنا عرب الصباح, Cercle d'Arfoud دائرة أرفود, Province d'Errachidia إقليم الرشيدية, Drâa-Tafilalet ⴷⴰⵔⵄⴰ-ⵜⴰⴼⵉⵍⴰⵍⵜ درعة تافيلالت, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
2888417,R,boundary,administrative,"Lugano, Circolo di Lugano ovest, Distretto di Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra"
2908186,R,boundary,administrative,"Région de Diourbel, Sénégal"
2908438,R,boundary,administrative,"Gaza, Zona Sul, Moçambique"
2929054,R,boundary,administrative,"Montevideo, Uruguay"
2932285,R,boundary,administrative,"Selangor, Malaysia"
295092,R,boundary,administrative,"Leiden, Zuid-Holland, Nederland"
2951347,R,boundary,administrative,"Southwater, Horsham, West Sussex, England, United Kingdom"
295355,R,boundary,administrative,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom"
295480,R,boundary,administrative,Portugal
2978650,R,boundary,administrative,Norge
298285,R,boundary,administrative,"São Paulo, Região Imediata de São Paulo, Região Metropolitana de São Paulo, Região Geográfica Intermediária de São Paulo, São Paulo, Região Sudeste, Brasil"
29831,R,boundary,administrative,"Zolling, Zolling (VGem), Landkreis Freising, Bayern, 85406, Deutschland"
2989349,R,boundary,historic,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
299133,R,boundary,administrative,Ísland
30005,R,boundary,administrative,"Freising, Landkreis Freising, Bayern, Deutschland"
301870,R,boundary,administrative,"Achères, Bourges, Cher, Centre-Val de Loire, France métropolitaine, 18250, France"
303427,R,boundary,administrative,افغانستان
304716,R,boundary,administrative,India
304751,R,boundary,administrative,Indonesia
304934,R,boundary,administrative,العراق
304938,R,boundary,administrative,ایران
305092,R,boundary,administrative,اليمن
305095,R,boundary,administrative,قطر
305138,R,boundary,administrative,عمان
307573,R,boundary,administrative,پاکستان
307584,R,boundary,administrative,السعودية
307756,R,boundary,administrative,대한민국
307763,R,boundary,administrative,الإمارات العربية المتحدة
307828,R,boundary,administrative,República Dominicana
307829,R,boundary,administrative,Ayiti
307866,R,boundary,administrative,Papua Niugini
30971,R,boundary,administrative,"Garching bei München, Landkreis München, Bayern, 85748, Deutschland"
311981,R,boundary,administrative,"Müllheim, Müllheim im Markgräflerland, GVV Müllheim-Badenweiler, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79379, Deutschland"
3146709,R,boundary,political,"Erlangen, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
3155196,R,boundary,administrative,"Town of Hague, Warren County, New York, United States"
318864,R,boundary,administrative,"Lusaka Province, Zambia"
3227127,R,boundary,administrative,"Calgary, Alberta, Canada"
324211,R,boundary,administrative,"Toronto, Golden Horseshoe, Ontario, Canada"
324269,R,boundary,administrative,"Delft, Zuid-Holland, Nederland"
3253929,R,boundary,political,"Cabildo Insular de Lanzarote, Las Palmas, Canarias, España"
325518,R,boundary,administrative,"Waigolshausen, Landkreis Schweinfurt, Bayern, 97534, Deutschland"
3272309,R,boundary,postal_code,"79215, Prechtal, Elzach, GVV Elzach, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
3290045,R,boundary,administrative,"Mekelle, ትግራይ تجراى, ኢትዮጵያ إثيوبيا"
3315051,R,boundary,administrative,"Maryland County, Liberia"
33201,R,building,office,"Kunst- und Kreativhaus Rechenzentrum, 46, Dortustraße, Nikolaigärten, Historische Innenstadt, Potsdam, Brandenburg, 14467, Deutschland"
3320955,R,boundary,administrative,"Montserrado County, Liberia"
332631,R,boundary,administrative,"County Cork, Munster, Éire / Ireland"
3328013,R,boundary,administrative,"Upper West Region, Ghana"
3328234,R,boundary,postal_code,"97070, Würzburg Altstadt, Würzburg, Bayern, Deutschland"
3329798,R,boundary,postal_code,"79194, Wildtal, Gundelfingen, VVG der Gemeinde Gundelfingen, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, Deutschland"
3334237,R,boundary,postal_code,"63768, Hösbach, Landkreis Aschaffenburg, Bayern, Deutschland"
3336031,R,boundary,administrative,"Bad Vilbel, Wetteraukreis, Hessen, 61118, Deutschland"
3336978,R,boundary,administrative,"Mashonaland West, Zimbabwe"
3337019,R,boundary,administrative,"Bulawayo Province, Zimbabwe"
333748,R,boundary,administrative,"Oshawa, Durham Region, Golden Horseshoe, Ontario, Canada"
3343625,R,boundary,postal_code,"66352, Dorf im Warndt, Großrosseln, Regionalverband Saarbrücken, Saarland, Deutschland"
334372,R,boundary,administrative,"County Tipperary, Munster, Éire / Ireland"
3344550,R,boundary,postal_code,"21435, Stelle, Harburg, Niedersachsen, Deutschland"
3348095,R,boundary,postal_code,"16515, Oranienburg, Oberhavel, Brandenburg, Deutschland"
33505,R,boundary,administrative,"Orsay, Palaiseau, Essonne, Île-de-France, France métropolitaine, 91400, France"
3351257,R,boundary,administrative,"Zirndorf, Landkreis Fürth, Bayern, 90513, Deutschland"
3351301,R,boundary,postal_code,"91074, Herzo Base, Herzogenaurach, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
3351320,R,boundary,administrative,"Oberreichenbach, Aurachtal (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91097, Deutschland"
3353288,R,boundary,administrative,"Santa Monica, Los Angeles County, California, United States"
3353554,R,boundary,postal_code,"97249, Eisingen, Landkreis Würzburg, Bayern, Deutschland"
